id_run,Agency1a,Allocentrism1a,Coalition1a,Ethos1a,Exchange1a,Intentionality1a,Logos1a,Might1a,Network1a,Pathos1a,SA1a,Team1a,Agency3a,Allocentrism3a,Coalition3a,Ethos3a,Exchange3a,Intentionality3a,Logos3a,Might3a,Network3a,Pathos3a,SA3a,Team3a,Agency3,Allocentrism3,Coalition3,Ethos3,Exchange3,Intentionality3,Logos3,Might3,Network3,Pathos3,SA3,Team3,Agency1,Allocentrism1,Coalition1,Ethos1,Exchange1,Intentionality1,Logos1,Might1,Network1,Pathos1,SA1,Team1
83,3.2,2.666667,2.5,2.75,2.333333,3.166667,3,4,2.833333,2.166667,2.833333,2.4,3.3,2.805556,2.805556,2.875,2.388889,3.4,3.333333,2.777778,3.027778,2.657143,2.972222,2.566667,59,9,30,43,4,71,52,55,27,19,28,22,54,13,29,53,14,54,23,98,33,5,30,22
84,2.4,3.166667,2.166667,2,3.166667,2,3,1.833333,3,3.833333,2.5,3,2.571429,3.095238,2.547619,1.892857,2.5,2.333333,2.371428,1.809524,2.976191,2.738095,2.642857,2.8,2,40,3,0,13,0,0,0,21,28,2,47,5,50,12,10,80,0,23,10,42,95,11,65
85,2.4,3.333333,2,2,2.166667,3.666667,3.4,1.833333,2.833333,3,2.833333,2.8,3.127273,3.257576,2.80303,3.090909,2.681818,3.439394,3.472727,2.5,3.30303,2.954545,3.060606,2.927273,31,68,29,69,44,76,75,20,63,60,46,64,5,66,3,10,8,85,50,10,33,64,30,47
86,3.2,3.166667,3,2.5,2.666667,2.833333,3.6,2.5,2.666667,3.166667,3,2.8,3.4,3.203704,2.851852,2.888889,2.596154,3.326923,3.590909,2.811321,3.222222,2.634615,3.018518,2.880952,74,59,36,45,29,53,90,61,50,16,37,56,54,50,65,34,39,23,64,53,26,73,47,47
87,3.6,3.166667,2.666667,2.5,2.666667,2.5,2.8,3.333333,2.666667,2.166667,2.5,2,3.55,3.291667,2.833333,2.25,2.5,3.25,3.45,2.208333,3.416667,2.666667,3.208333,3.05,92,72,34,2,13,39,71,2,78,20,75,78,81,50,39,34,39,6,14,92,26,5,11,5
88,2.6,3,2.833333,2,3.166667,2.833333,3,2.333333,3.5,2.833333,2.333333,3,3.272727,3.30303,2.787879,2.744186,2.863636,3.075758,3,2.30303,3.348485,2.984848,2.893939,3.309091,55,73,27,25,71,16,13,6,69,68,16,95,13,33,51,10,80,23,23,39,72,51,2,65
89,3.4,3,2.166667,2.5,2.5,3.333333,3.6,2.166667,2.666667,2.5,2.666667,2.6,2.8,2.895833,2.708333,2.5625,2.458333,3.125,3.15,2.416667,2.625,2.5625,2.875,2.35,6,16,15,10,9,20,26,13,3,9,13,7,69,33,12,34,26,67,64,29,26,23,19,34
90,3,3.166667,2.666667,2.75,2.333333,3.333333,3.8,2.5,2.666667,3.166667,3.166667,2,3.711111,3.415094,3.185185,3.166667,2.796296,3.555556,3.822222,2.622642,3.388889,3.277778,3.462963,3.022222,99,87,85,76,62,94,99,39,75,96,98,75,37,50,39,53,14,67,80,53,26,73,61,5
91,2.2,2.666667,2.333333,3,2.333333,2.666667,2.6,2.333333,3.166667,2.833333,2.5,2.4,3.06,2.8,2.9,3.1,2.816667,3,2.9,2.816667,3.033333,2.633333,2.7,2.72,24,9,45,69,66,8,7,61,28,15,4,40,2,13,18,68,14,14,6,39,52,51,11,22
92,3,3,3,3.25,2.5,3,2.8,3.666667,3,2.333333,2.666667,2.6,3.3,3,3.333333,3.375,2.729167,3.458333,3.525,3.125,3.520833,3.083333,3.270833,2.9,59,28,94,91,52,79,83,91,88,79,83,59,37,33,65,81,26,38,14,95,42,12,19,34
93,3.4,3.5,3.333333,2.75,3.5,3,2.4,2.666667,4,3.833333,3.5,3.6,3.142857,3.3,3.183333,3.05,3.033333,3.016667,2.94,2.483333,3.4,3.166667,2.95,3.04,34,72,85,63,89,11,9,19,76,86,24,77,69,80,85,53,92,38,2,62,95,95,86,94
94,3.2,3,2.833333,2.5,2.666667,3.333333,2.8,2,3,2.166667,2.833333,3.2,3.3,3.416667,3.027778,2.791667,3.222222,3.333333,3.2,2.25,3.583333,3.027778,3.2,3.266667,59,87,66,29,97,53,31,3,91,72,73,94,54,33,51,34,39,67,14,18,42,5,30,75
95,3,2.666667,2.833333,3.25,2.666667,3,3.6,3.5,3,2.5,2.666667,3.2,3.316667,2.986111,3.208333,2.9375,2.736111,3.375,3.116667,2.916667,3.361111,2.930556,2.944444,3.066667,63,27,88,53,52,65,22,73,71,57,22,80,37,13,51,81,39,38,64,95,42,23,19,75
96,2.8,2.666667,2.333333,2.25,2.333333,3.666667,3.6,2.666667,3.166667,2.333333,2.833333,2.2,3.325,3.375,2.854167,2.5,2.770833,3.666667,3.625,2.291667,3.041667,2.916667,3.270833,2.525,65,83,38,5,58,99,94,4,30,54,83,17,23,13,18,19,14,85,64,62,52,12,30,10
97,3,3.166667,2,2.25,2.166667,2.5,3.6,2.666667,1.666667,3,2.666667,2,3.46,3.216667,2.616667,2.775,2.533333,3.466667,3.66,2.65,2.666667,3.066667,3.183333,2.52,85,61,6,28,19,80,96,41,5,77,70,16,37,50,3,19,8,6,64,62,1,64,19,5
98,3.2,3,2.333333,2.5,2,2.833333,3.2,2.833333,2.833333,2.666667,2.833333,3.2,3.666667,3.416667,3.333333,2.75,3.111111,3.611111,3.433333,2.861111,3.055556,2.972222,3.361111,3.166667,97,87,94,26,93,97,68,67,32,63,94,88,54,33,18,34,3,23,38,74,33,37,30,75
