id_run,Agency1a,Allocentrism1a,Coalition1a,Ethos1a,Exchange1a,Intentionality1a,Logos1a,Might1a,Network1a,Pathos1a,SA1a,Team1a,Agency3a,Allocentrism3a,Coalition3a,Ethos3a,Exchange3a,Intentionality3a,Logos3a,Might3a,Network3a,Pathos3a,SA3a,Team3a,Agency3,Allocentrism3,Coalition3,Ethos3,Exchange3,Intentionality3,Logos3,Might3,Network3,Pathos3,SA3,Team3,Agency1,Allocentrism1,Coalition1,Ethos1,Exchange1,Intentionality1,Logos1,Might1,Network1,Pathos1,SA1,Team1
81,3.4,3.5,2.833333,1.75,2.833333,2.166667,2.4,1.833333,3,2.5,3.2,3.2,3.3,3.458333,3.0625,2.625,2.958333,3.229167,3.25,2.5,3.458333,3.0625,3.125,3.3,56,91,70,11,82,33,36,20,84,75,60,90,68,80,53,3,61,2,4,10,45,20,75,74
82,3.8,3,2.833333,2.25,3.833333,3.666667,3.6,1.333333,3.5,2.666667,3.166667,3.2,3.257143,3.166667,2.809524,2.892857,2.690476,3.380952,3.228571,2.714286,3.166667,2.880952,3.071429,2.657143,49,50,29,45,40,67,33,47,44,43,47,23,91,32,53,20,100,87,67,1,78,31,63,74
83,3.2,2.666667,2.5,2.75,2.333333,3.166667,3,4,2.833333,2.166667,2.833333,2.4,3.3,2.805556,2.805556,2.875,2.388889,3.4,3.333333,2.777778,3.027778,2.657143,2.972222,2.566667,56,8,28,42,3,70,51,51,26,12,27,15,55,12,31,60,19,55,26,100,36,5,30,23
84,2.4,3.166667,2.166667,2,3.166667,2,3,1.833333,3,3.833333,2.5,3,2.571429,3.095238,2.547619,1.892857,2.5,2.333333,2.371428,1.809524,2.976191,2.738095,2.642857,2.8,2,36,1,0,11,0,0,0,20,26,0,41,5,54,10,8,80,0,26,10,45,97,9,63
85,2.4,3.333333,2,2,2.166667,3.666667,3.4,1.833333,2.833333,3,2.833333,2.8,3.127273,3.257576,2.80303,3.090909,2.681818,3.439394,3.472727,2.5,3.30303,2.954545,3.060606,2.927273,32,67,27,68,37,77,76,20,64,53,45,61,5,69,4,8,10,87,54,10,36,63,30,47
86,3.2,3.166667,3,2.5,2.666667,2.833333,3.6,2.5,2.666667,3.166667,3,2.8,3.4,3.203704,2.851852,2.888889,2.596154,3.326923,3.590909,2.811321,3.222222,2.634615,3.018518,2.880952,72,61,37,45,22,53,91,58,50,10,37,51,55,54,66,40,39,22,67,54,29,73,50,47
87,3.6,3.166667,2.666667,2.5,2.666667,2.5,2.8,3.333333,2.666667,2.166667,2.5,2,3.55,3.291667,2.833333,2.25,2.5,3.25,3.45,2.208333,3.416667,2.666667,3.208333,3.05,94,71,32,1,11,37,72,3,80,14,71,77,80,54,41,40,39,7,18,93,29,5,9,4
88,2.6,3,2.833333,2,3.166667,2.833333,3,2.333333,3.5,2.833333,2.333333,3,3.272727,3.30303,2.787879,2.744186,2.863636,3.075758,3,2.30303,3.348485,2.984848,2.893939,3.309091,51,74,24,22,70,13,12,5,72,62,17,91,14,32,53,8,80,22,26,41,78,53,1,63
89,3.4,3,2.166667,2.5,2.5,3.333333,3.6,2.166667,2.666667,2.5,2.666667,2.6,2.8,2.895833,2.708333,2.5625,2.458333,3.125,3.15,2.416667,2.625,2.5625,2.875,2.35,7,16,11,8,9,18,25,13,1,4,15,5,68,32,10,40,28,68,67,31,29,20,20,35
90,3,3.166667,2.666667,2.75,2.333333,3.333333,3.8,2.5,2.666667,3.166667,3.166667,2,3.711111,3.415094,3.185185,3.166667,2.796296,3.555556,3.822222,2.622642,3.388889,3.277778,3.462963,3.022222,100,87,82,76,59,93,100,35,76,93,98,74,40,54,41,60,19,68,78,54,29,73,63,4
91,2.2,2.666667,2.333333,3,2.333333,2.666667,2.6,2.333333,3.166667,2.833333,2.5,2.4,3.06,2.8,2.9,3.1,2.816667,3,2.9,2.816667,3.033333,2.633333,2.7,2.72,23,7,45,69,63,8,6,59,28,9,2,30,2,12,17,70,19,15,9,41,56,53,9,23
92,3,3,3,3.25,2.5,3,2.8,3.666667,3,2.333333,2.666667,2.6,3.3,3,3.333333,3.375,2.729167,3.458333,3.525,3.125,3.520833,3.083333,3.270833,2.9,56,26,95,92,46,79,84,90,89,77,79,55,40,32,66,82,28,39,18,97,45,11,20,35
93,3.4,3.5,3.333333,2.75,3.5,3,2.4,2.666667,4,3.833333,3.5,3.6,3.142857,3.3,3.183333,3.05,3.033333,3.016667,2.94,2.483333,3.4,3.166667,2.95,3.04,34,72,82,63,90,10,9,19,78,84,23,75,68,80,85,60,94,39,4,62,96,97,87,91
94,3.2,3,2.833333,2.5,2.666667,3.333333,2.8,2,3,2.166667,2.833333,3.2,3.3,3.416667,3.027778,2.791667,3.222222,3.333333,3.2,2.25,3.583333,3.027778,3.2,3.266667,56,88,66,29,97,54,30,3,93,70,70,90,55,32,53,40,39,68,18,20,45,5,30,74
95,3,2.666667,2.833333,3.25,2.666667,3,3.6,3.5,3,2.5,2.666667,3.2,3.316667,2.986111,3.208333,2.9375,2.736111,3.375,3.116667,2.916667,3.361111,2.930556,2.944444,3.066667,60,26,86,51,47,64,22,70,74,51,21,78,40,12,53,82,39,39,67,94,45,20,20,74
96,2.8,2.666667,2.333333,2.25,2.333333,3.666667,3.6,2.666667,3.166667,2.333333,2.833333,2.2,3.325,3.375,2.854167,2.5,2.770833,3.666667,3.625,2.291667,3.041667,2.916667,3.270833,2.525,63,80,38,5,54,99,95,4,29,46,79,12,23,12,17,20,19,87,67,62,56,11,30,12
97,3,3.166667,2,2.25,2.166667,2.5,3.6,2.666667,1.666667,3,2.666667,2,3.46,3.216667,2.616667,2.775,2.533333,3.466667,3.66,2.65,2.666667,3.066667,3.183333,2.52,85,63,3,27,14,81,97,39,4,76,67,11,40,54,4,20,10,7,67,62,1,63,20,4
98,3.2,3,2.333333,2.5,2,2.833333,3.2,2.833333,2.833333,2.666667,2.833333,3.2,3.666667,3.416667,3.333333,2.75,3.111111,3.611111,3.433333,2.861111,3.055556,2.972222,3.361111,3.166667,98,88,95,23,93,96,69,65,30,58,92,85,55,32,17,40,5,22,42,73,36,31,30,74
99,2.6,2.666667,3.166667,2,2.833333,2.166667,2,2.166667,3.833333,2,2.5,2.8,2.7,3.208333,2.958333,2.6875,2.833333,2.875,3.1,2.458333,3.625,2.875,2.833333,2.9,4,63,53,17,64,5,20,16,97,42,12,55,14,12,76,8,61,2,0,31,92,1,9,47
100,3.8,3.666667,3.333333,1.5,3,3,3.8,1.833333,3.333333,2.666667,3.833333,3.4,3.28,3.383333,2.779661,2.1,2.85,3.283333,3.22,1.8,2.535714,2.766667,3.116667,2.66,53,83,22,0,68,46,32,0,0,30,58,24,91,92,85,0,71,39,78,10,70,31,97,86
101,2.6,2.666667,2.5,3.25,2.5,2.833333,3.6,2.166667,2.5,2.5,2.5,2.4,3.353846,3.115385,2.884615,3.288461,2.858974,3.25641,3.53125,2.51282,2.794872,2.974359,3.128205,2.738461,67,43,44,88,70,41,86,23,10,60,61,35,14,12,31,82,28,22,67,31,19,20,9,23
102,3,2.4,2.8,3.5,2.8,2.6,4,2,3.4,3.6,3.6,1.5,3.066667,2.744444,2.811111,3.383333,2.544445,3.255556,3.22973,3.144444,3.222222,2.844445,2.966667,2.426667,24,4,30,93,16,40,35,91,50,38,27,8,40,9,52,92,60,14,93,20,77,95,93,0
103,4,3.333333,3.2,3.75,3.166667,3.666667,3.8,2.833333,3.666667,2.666667,3,3.2,3.355556,3.166667,3.018518,3.194444,2.722222,3.37037,3.066667,2.703704,3.074074,2.685185,3.074074,2.688889,68,50,64,80,44,63,18,45,35,17,47,27,98,69,85,96,80,87,78,73,85,31,50,74
104,3,3.333333,2.833333,2.25,3.333333,2.833333,2.2,2.333333,2.833333,3.166667,2.833333,3,3.153846,3.01282,3,2.865385,2.692308,3.217949,3.169231,2.589744,3.448718,2.74359,3,2.692308,36,30,59,41,40,32,27,30,83,27,31,28,40,69,53,20,89,22,2,41,36,73,30,63
105,2.8,3,3,3,2.666667,3.166667,3,2.333333,3.166667,2.166667,3,3.2,3.125,3.1875,2.9375,2.75,3,3.085106,3.3,2.93617,3.3125,2.702128,2.957447,2.725,31,57,52,23,88,15,46,75,65,20,25,31,23,32,66,70,39,55,26,41,56,5,50,74
106,3,3.166667,2.333333,2.25,2.666667,2.666667,3,2,2.166667,2.666667,2.833333,2.2,3.292308,3.532468,3.115385,2.884615,3.025641,3.448718,3.507692,2.51282,3.294872,2.910256,3.333333,3.030769,56,96,78,44,90,78,80,23,63,46,89,75,40,54,17,20,39,15,26,20,8,31,30,12
107,3.2,3.166667,2,2.5,2.833333,3,3.6,2.666667,2.333333,3.166667,3.333333,2.6,3.405063,3.125,3,3.095238,2.709677,3.273684,3.481013,2.880435,3.193548,2.916667,3.085106,2.961539,76,44,59,68,43,44,78,68,48,46,50,66,55,54,4,40,61,39,67,62,14,73,76,35
108,2.8,3,2.666667,2,2.666667,3.166667,3.8,2,2.5,3,2.833333,2.6,3.2,3.186441,2.866667,2.74359,2.75,3.516667,3.32,2.716667,3.083333,2.65,2.95,2.84,39,56,40,22,50,88,49,47,36,12,23,47,23,32,41,8,39,55,78,20,19,63,30,35
109,3.6,2.666667,3.166667,2,2.666667,3.333333,3.4,2.833333,2.166667,3,2.833333,3,2.9,2.75,2.583333,3.125,2.354167,3.0625,3.275,2.833333,2.645833,2.583333,2.8125,2.45,11,5,2,70,1,12,41,60,3,5,10,9,80,12,76,8,39,68,54,73,8,63,30,63
110,2.4,3.333333,2.333333,2.5,3,3,3.2,2.5,3.333333,2.833333,3,2.8,3.4,3.181818,2.904762,2.83871,2.714286,3.227273,3.289474,3.022727,3.116279,2.844445,3.133333,2.921053,72,54,46,37,43,33,45,83,39,38,61,60,5,69,17,40,71,39,42,54,70,53,50,47
111,2.2,2.833333,2.333333,2.5,1.833333,3,3.4,2.666667,2.5,2.666667,2.333333,2.6,3.05,2.9375,2.583333,2.875,2.4375,3.375,3.6,2.604167,2.770833,2.625,3.083333,2.2,21,19,2,42,5,64,92,33,8,8,48,1,2,23,17,40,2,39,54,62,19,31,1,35
112,2.4,3,2.666667,2.25,2.333333,3.166667,2.6,1.666667,2,1.666667,3.5,2.4,3.275,3.395833,3.0625,2.65625,2.833333,3.416667,3.175,2.4375,3.416667,2.895833,3.3125,3.15,52,86,70,14,64,74,28,15,80,44,88,85,5,32,41,20,19,55,9,6,3,0,87,23
113,3,3.666667,2.666667,2.25,2.666667,2.5,3,1.5,2.166667,2.833333,2.833333,2.6,3.371428,3.428571,3.071429,2.607143,2.833333,3.261905,3.428571,2.309524,2.857143,2.833333,3.380952,2.885714,70,89,72,9,64,42,68,5,13,36,92,52,40,92,41,20,39,7,26,3,8,53,30,35
114,2.4,2.833333,2.333333,2.25,2.5,2.333333,2.8,2,2.5,2.166667,2.5,2,3.430769,3.384615,2.807692,2.692308,2.818182,3.51282,3.584615,2.397436,3.168831,2.98718,3.25641,2.892308,79,84,28,19,63,87,90,12,46,62,78,55,5,23,17,20,28,4,18,20,19,5,9,4
115,3.4,3.833333,3.666667,3,3.5,3.333333,3.8,2.833333,3.333333,2.833333,3,3.6,3.409091,3.574074,3.469388,3.058824,3.288461,3.519231,3.255814,2.764706,3.75,3.215686,3.407408,3.340909,76,98,100,65,99,89,38,50,98,89,94,94,68,96,94,70,94,68,78,73,70,53,50,91
116,3,3,2.666667,2,2.666667,2.333333,2.8,2.166667,3.333333,2.666667,2.5,2.4,3.545455,3.469697,3.046154,2.75,2.921875,3.424242,3.454545,2.421875,3.454545,3.015152,3.272727,3.181818,93,91,69,23,79,76,73,14,83,67,80,88,40,32,41,8,39,4,18,31,70,31,9,23
117,3,3.2,2.2,2.5,3,3.2,3.25,2.2,3,2.6,3.2,2.25,3.511111,3.12963,3.240741,3.527778,2.759259,3.648148,3.6,3.296296,3.574074,3.037037,3.203704,2.933333,90,46,89,97,50,98,92,100,92,71,70,61,40,69,16,40,71,66,54,40,45,31,75,22
118,3.2,3.166667,3.333333,2.25,2.5,3.166667,3.2,2.333333,3.333333,3.333333,3.5,3.4,3.422222,3.222222,2.962963,2.861111,2.796296,3.259259,3.577778,2.62963,3.314815,3.203704,3.5,3.066667,78,64,55,40,59,41,89,36,67,86,100,78,55,54,85,20,28,55,42,41,70,84,87,86
119,,,,,,,,,,,,,3.466667,3.388889,3.111111,3,2.944444,3.277778,3.266667,2.666667,3.333333,3.055556,3.277778,3.333333,86,85,77,56,80,45,39,41,68,74,81,93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
120,2.6,3.333333,2.166667,2,2.833333,3.333333,3.2,1.166667,2.833333,2.5,2.833333,2.6,3.428571,3.261905,2.809524,2.571429,2.761905,3.357143,3.057143,2.452381,3.238095,3,3.309524,2.8,79,68,29,9,51,60,17,16,52,63,87,41,14,69,10,8,61,68,42,0,36,20,30,35
121,2.8,3.5,3,2,2.166667,2.833333,2.2,1.166667,3.166667,2.333333,2.833333,2.6,3.381818,3.378788,3.166667,3,2.954545,3.409091,3.181818,2.712121,3.409091,3.151515,3.106061,3.127273,71,80,81,56,81,73,29,46,79,83,56,84,23,80,66,8,10,22,2,0,56,11,30,35
122,3.6,2.833333,2.333333,3,3,3,3.8,2.166667,2.5,2.666667,2.5,3,3.114286,2.780488,2.926829,2.678571,2.8,3.536585,3.371428,2.317073,3.071429,2.928571,2.756098,2.742857,30,6,50,16,60,91,60,6,33,50,6,36,80,23,17,70,71,39,78,31,19,31,9,63
123,2.4,3.166667,3.333333,3.25,2.833333,3,3,3.5,2.666667,3.333333,2.833333,3.2,2.977778,3.433962,3.314815,3.361111,2.888889,3.12963,3.422222,3.09434,3.396226,3.333333,3.056604,3.244444,16,89,94,91,73,21,66,89,78,97,45,89,5,54,85,82,61,39,26,94,29,84,30,74
124,2.8,3.333333,2.666667,2.25,2.5,3.5,3.8,2.166667,3.5,2.833333,3.5,2.6,3.325,3.145833,3.083333,3.15625,2.958333,3.375,3.4,3.25,3.25,3,3.354167,2.825,63,48,72,75,82,64,61,97,54,63,91,45,23,69,41,20,28,80,78,31,78,53,87,35
125,3.2,3.166667,2.5,2.25,2.5,3.166667,3.2,2.333333,3,2.666667,2.833333,2.2,2.52,3,2.758621,2.15,2.655172,2.62069,2.625,2.137931,3.275862,2.517241,2.733333,2.76,1,26,18,1,33,1,1,2,59,1,5,37,55,54,31,20,28,55,42,41,45,31,30,12
126,3.6,2.833333,2.333333,2,2.166667,3.666667,3.6,1.5,3.333333,2.666667,2.833333,2.2,3.483333,3.263889,2.785714,2.851064,2.724638,3.492958,3.355932,2.358209,3.114286,2.661972,3.097222,2.736842,89,69,23,39,45,84,57,9,39,13,52,34,80,23,17,8,10,87,67,3,70,31,30,12
127,3.6,3.166667,3,3,2.166667,3.166667,3.8,3,1.333333,2.666667,2.833333,2.4,3.24,3.05,2.683333,2.775,2.633333,3.1,3.32,2.5,2.866667,3.05,3.133333,2.86,45,32,9,27,27,15,49,20,14,73,61,49,80,54,66,70,10,55,78,81,0,31,30,23
128,3.2,3.5,3,2,2.666667,3.5,3.4,1.666667,2.5,2.5,3,2.8,3.4,3.071429,2.880952,3.035714,2.833333,3.714286,3.457143,3.285714,2.928571,2.857143,3.190476,3,72,35,42,60,64,100,73,98,18,40,69,70,55,80,66,8,39,80,54,6,19,20,50,47
129,2.6,3.333333,2.833333,2.25,2.166667,3.333333,2.8,2.666667,2.833333,2.666667,3.333333,2.4,3.2,3.205128,2.717949,2.903846,2.618421,3.320513,3.369231,2.820513,3.052632,2.846154,3.051282,2.8,39,62,13,47,26,52,59,60,30,39,42,41,14,69,53,20,10,68,18,62,36,31,76,23
130,3.4,3.166667,1.833333,2.25,2,2,2.4,2.333333,2.333333,3.333333,2.833333,2.8,2.733333,3.203704,2.833333,2.805556,2.759259,2.925926,3.222222,2.444444,3.12963,3.111111,2.888889,2.977778,4,61,32,31,50,6,33,15,40,78,16,69,68,54,1,20,5,0,4,41,14,84,30,47
131,2.8,3,2.833333,3.25,2.5,3,3,2.666667,3.166667,2.5,2.833333,2.8,2.583333,2.972222,3.138889,3.208333,2.777778,3.055556,2.9,2.819444,3.5,3.25,2.944444,2.966667,3,25,80,81,55,11,6,59,85,92,21,66,23,32,53,82,28,39,26,62,56,20,30,47
132,2.8,3.166667,1.666667,3.25,3.166667,2.333333,2.6,1.833333,2.833333,3.333333,2.5,3.2,3.25,3.125,3.083333,3,2.645833,3.319149,3.102564,2.833333,3.5625,3.520833,3.229167,3.325,47,44,72,56,29,51,22,60,91,100,74,93,23,54,0,82,80,4,9,10,36,84,9,74
133,2.4,3.5,3.5,3.5,2.666667,3,3,2.166667,3.833333,3.5,2.333333,3.2,3.08,3.172414,3.310345,3.6,3.241379,3.344828,3.125,2.655172,3.551724,3.3,3.137931,3.4,26,53,93,98,98,57,23,40,90,95,62,96,5,80,91,92,39,39,26,31,92,90,1,74
134,3.2,3.166667,2.333333,2.5,2.833333,3,3.6,2.666667,2.166667,2.333333,2.833333,2.8,2.851852,2.878788,2.712121,2.863636,2.815385,2.969697,3,2.651515,2.863636,2.545455,2.907692,2.509091,9,14,12,40,62,6,12,40,14,2,19,10,55,54,17,40,61,39,67,62,8,11,30,47
135,3,3.166667,3.333333,2.25,2.833333,2.666667,2,2.333333,3.166667,2.833333,3.333333,3.2,3.4,3.508475,3.186441,3.15,2.929825,3.35,2.94,2.465517,3.416667,3.305085,3.233333,3.306123,72,95,83,73,80,58,9,18,80,96,75,91,40,54,85,20,61,15,0,41,56,53,76,74
136,2.6,3.333333,2.666667,2.25,2.666667,2.666667,3.6,2.333333,3,2.833333,2.666667,2.8,2.897959,3.1,2.982143,2.820513,2.775862,3.25,3.040816,2.59322,3.355932,2.766667,2.8,3,11,38,58,33,54,37,14,31,73,30,9,70,14,69,41,20,39,15,67,41,45,53,20,47
137,3.2,2.333333,1.833333,2.75,2.666667,2.833333,2.8,1.333333,1.833333,3,2.833333,2,3.466667,3.166667,2.981482,3.277778,2.740741,3.45283,3.488889,3.037037,2.888889,3.12963,3.166667,2.777778,86,50,57,87,49,78,80,84,15,79,64,39,55,4,1,60,39,22,18,1,2,63,30,4
138,3.8,3,3.166667,4,3.166667,2.833333,4,2.833333,3.166667,3.166667,3.833333,1.8,3.42,3.183333,3.216667,3.325,2.95,3.216667,3.36,2.916667,3.383333,3.083333,3.233333,2.92,77,55,87,90,81,31,57,70,76,77,75,59,91,32,76,98,80,22,93,73,56,73,97,1
139,3,3,2.666667,2.5,1.833333,2.333333,3.4,1.833333,2.166667,3.166667,3.5,2.2,3.2,2.95,2.65,3.05,2.4,3.116667,3.34,2.7,2.644068,3.15,3.25,2.66,39,21,5,63,4,17,54,44,3,82,77,24,40,32,41,40,2,4,54,10,8,73,87,12
140,3.6,3.833333,3.166667,2.75,2.666667,3.666667,3.8,3,3.666667,3.5,3.333333,3.8,3.283333,3.097222,2.75,3.104167,2.652778,3.208333,3.283333,2.916667,3.25,2.972222,2.888889,3.05,54,38,16,70,32,30,43,70,54,58,16,77,80,96,76,60,39,87,78,81,85,90,76,96
141,2.2,3.5,2.833333,2.25,2.666667,3,3,2,2.666667,3.166667,3,3.6,3.225,3.375,2.916667,3,2.583333,3.125,3.05,2.5625,3.3125,3.020833,2.979167,3.075,44,80,47,56,20,18,15,29,65,68,29,80,2,80,53,20,39,39,26,20,29,73,50,91
142,3.6,2.333333,2.666667,3,3.166667,3,3,2.333333,2.5,2.166667,2.666667,2.4,3.436364,2.80303,2.676923,3.272727,2.523809,3.5,3.618182,2.848485,3.015625,2.712121,3.092308,2.272727,81,8,8,87,13,84,95,64,25,21,51,3,80,4,41,70,80,39,26,41,19,5,20,23
143,2.8,3,2.333333,3,2.833333,2.833333,2.6,2.166667,3.166667,2.666667,2.666667,2.6,3.433333,3.25,3.277778,3.520833,3.055556,3.402778,3.333333,2.916667,3.541667,3.319444,3.305556,3.4,80,66,91,97,91,72,51,70,90,97,87,96,23,32,17,70,61,22,9,31,56,31,20,35
144,3.6,3,2.5,3.75,2.666667,3.666667,3.6,3.166667,2.666667,3,2.833333,2.6,3.642857,2.892857,2.916667,3.607143,2.916667,3.511905,3.6,3.214286,3.023809,2.964286,3.154762,3.071429,97,16,47,99,78,87,92,96,25,55,64,80,80,32,31,96,39,87,67,89,29,63,30,35
145,2.8,3.166667,2.5,3.25,2.333333,3.166667,3,2.166667,3.166667,2.666667,3.166667,2,3.4,3.1875,2.76087,2.875,2.688889,3.458333,3.4,2.688889,3.06383,2.765957,3.104167,2.736842,72,57,19,42,39,79,61,43,31,29,54,34,23,54,31,82,19,55,26,31,56,31,63,4
146,2.2,2.833333,1.833333,1.75,2,3,3.2,1.666667,3.166667,3.333333,2.833333,2.6,3.32,3.3,2.966102,2.975,2.728814,3.366667,3.34,2.661017,3,3.133333,3.288136,2.92,62,72,55,54,46,62,54,40,23,80,84,59,2,23,1,3,5,39,42,6,56,84,30,35
147,3.4,3,3.166667,3,3.166667,3.333333,3.2,2.5,3.666667,3.333333,3.166667,2.8,3.057143,3.146342,2.804878,3.333333,2.439024,3.238095,3.628572,2.625,2.97561,2.904762,2.95,2.714286,22,49,27,90,6,36,96,35,20,45,23,29,68,32,76,70,80,68,42,54,85,84,63,47
148,3,2.666667,2,2.25,2.166667,3.2,3.2,1.166667,2.666667,2,2.833333,1.6,3.085714,3.190476,3.023809,3.035714,2.785714,3.285714,3.514286,2.404762,3.119048,2.904762,3,3.085714,27,59,65,60,57,47,81,12,40,45,31,81,40,12,4,20,10,66,42,0,29,1,30,0
149,2.4,2.333333,2.333333,2,2.166667,2.666667,2.4,2,1.833333,2.5,2.333333,2.4,3.34,3.316667,3.1,2.625,3.152542,3.220339,3.020408,2.8,3.066667,2.966667,3.05,3.18,64,76,76,11,95,32,13,55,32,56,40,87,5,4,17,8,10,15,4,20,2,20,1,23
150,2.8,2.333333,2,2.25,2,2.666667,2.8,3,2.833333,2.166667,2.333333,2.2,3.425,3.104167,3.1875,3.21875,2.791667,3.458333,3.325,3.145833,3.333333,3.106383,3.145833,2.85,78,41,84,82,58,79,51,91,68,78,63,48,23,4,4,20,5,15,18,81,36,5,1,12
151,3.6,2.833333,2.166667,2.25,3.333333,2.5,3.4,2,2.833333,2.666667,3.166667,3,3.628572,3.333333,2.987952,3.145455,2.666667,3.5,3.728571,3.012048,3.337349,3.130952,3.416667,2.9,97,76,58,73,34,84,99,81,71,79,95,55,80,23,10,20,89,7,54,20,36,31,63,63
152,3.2,3.166667,3.166667,1.75,3,3,3.2,2.166667,2.166667,3.166667,3,2.6,2.58,3.25,2.7,2.95,2.65,2.816667,3.48,2.316667,2.9,3.05,2.866667,2.78,3,66,10,52,30,3,78,6,16,73,14,40,55,54,76,3,71,39,42,31,8,73,50,35
153,2.8,2.5,2.5,2,2.333333,2.833333,2.8,2.166667,2.5,2.333333,2.833333,2,3.355556,3.277778,3.037037,3.166667,2.962963,3.407408,3.477273,3.055556,3.111111,3.169811,3.388889,2.777778,68,70,67,76,83,73,77,85,38,85,93,39,23,9,31,8,19,22,18,31,19,11,30,4
154,3.4,4,3.5,2.5,2.833333,4,3.8,3.5,3.5,3.5,3.5,3.6,3.375,3.6875,3.354167,3.03125,2.979167,3.291667,3.25,2.6875,3.604167,3.229167,3.354167,3.5,70,100,97,59,87,48,36,43,96,90,91,99,68,98,91,40,61,99,78,94,78,90,87,91
155,3.8,2.666667,2.833333,2.5,2.833333,3,3,1.833333,3.666667,2.666667,3,3.8,3.475,2.875,3.25,3.1875,2.854167,3.595745,3.4,3,3.574468,3.270833,2.916667,3.425,88,12,90,79,69,95,61,80,92,93,19,97,91,12,53,40,61,39,26,10,85,31,50,96
156,3.2,3.666667,3.166667,1.75,3.666667,2.833333,2,2.166667,4,2.833333,3.166667,3,3.466667,3.388889,3.055556,2.791667,2.971429,3.4,3.6,2.857143,3.527778,3.138889,3.277778,2.966667,86,85,70,29,85,70,92,64,90,81,81,66,55,92,76,3,98,22,0,31,96,53,63,63
157,3.4,3.5,3.166667,2.75,2.333333,3.5,4,2.166667,3.833333,3,3,2.2,3.466667,3.222222,2.861111,2.708333,2.972222,3.611111,3.266667,2.527778,3.194444,2.805556,3.055556,2.866667,86,64,39,20,85,96,39,25,48,34,43,49,68,80,76,60,19,80,93,31,92,63,50,12
158,3.6,3.333333,1.666667,2.25,2.666667,3.833333,4,3.5,2.5,2.666667,3,1.6,3.26,3.1,2.85,2.775,2.683333,3.25,3.26,2.779661,3.1,2.916667,3.1,2.8,50,38,36,27,37,37,38,53,38,46,53,41,80,69,0,20,39,94,93,94,19,31,50,0
159,3.4,3,2.333333,2.75,2,3.5,4,2.166667,2.333333,3.166667,3.5,2.4,3.302325,3,2.843137,3.166667,2.411765,3.203704,3.422222,3.06,2.811321,3.018518,3,2.55814,60,26,35,76,4,30,66,85,10,68,31,14,68,32,17,60,5,80,93,31,14,73,87,23
160,2.8,2,2.333333,3.75,2.5,2.833333,3.4,3.166667,2.833333,2.166667,2.833333,1.8,3.28421,3,2.893805,3.210526,2.614035,3.403509,3.642105,3.157895,3.087719,2.929825,3.114035,2.673684,54,26,45,81,25,72,97,92,37,51,58,25,23,0,17,96,28,22,54,89,36,5,30,1
161,3,3.5,2.5,2.25,3.166667,3,2.6,2,3.833333,3.333333,3,3.8,3.163636,3.136364,2.772727,2.795455,2.6,3.181818,2.872727,2.415385,2.984848,2.772727,2.984848,2.727273,37,47,20,30,22,27,5,13,22,31,30,33,40,80,31,20,80,39,9,20,92,84,50,96
162,3,2.166667,3.166667,2.25,2.166667,3.166667,3,2.666667,1.333333,2.333333,2.5,1.8,2.955555,2.740741,2.796296,2.833333,2.518518,3.277778,3.244444,2.611111,2.62963,2.555556,2.87037,2.266667,15,4,25,35,13,45,35,34,2,2,14,2,40,1,76,20,10,55,26,62,0,11,9,1
163,2.6,2.666667,3,2.75,3,2.833333,3,2.5,3,2.833333,2.5,3.2,3.54,3.483333,3.316667,3.15,3.333333,3.516667,3.44,2.833333,3.483333,3.2,3.35,3.36,92,92,94,73,99,88,70,60,85,85,90,95,14,12,66,60,71,22,26,54,45,53,9,74
164,1.6,2.166667,2.166667,2,2.666667,2.333333,2.6,1.833333,2.5,2,2.333333,2.2,3.133333,3.203704,3.226415,2.833333,2.796296,3.388889,3.355556,2.703704,3.277778,2.925926,3.222222,2.822222,32,61,87,35,59,68,56,45,59,48,73,45,0,1,10,8,39,4,9,10,19,1,1,12
165,2.8,2.666667,2.833333,2,2.666667,2.5,2,1.666667,2.666667,3.166667,2.666667,2.8,3.65,3.611111,3.291667,3.041667,3.138889,3.513889,3.35,2.916667,3.442857,3.305556,3.402778,3.316667,98,99,92,62,94,88,55,70,82,96,94,92,23,12,53,8,39,7,0,6,29,73,20,47
166,2.8,3.166667,3.166667,2.5,2.166667,2.833333,3.2,2,2.5,2.333333,3.166667,2,2.82,3.116667,2.7,2.5,2.733333,2.983333,3.32,2.6,2.983333,2.716667,3.066667,2.52,8,43,10,5,47,7,49,32,21,22,46,11,23,54,76,40,10,22,42,20,19,11,63,4
167,3.4,3.5,2.5,2.5,2.5,2.666667,3.8,2.833333,3.166667,2.666667,3.333333,3,3.68,3.3,3.25,3.05,2.916667,3.583333,3.64,2.7,3.5,3.288136,3.466667,3.1,99,72,90,63,78,95,96,44,85,94,99,82,68,80,31,40,28,15,78,73,56,31,76,63
168,3.4,3.166667,3.166667,3,3.333333,3.333333,3.4,2.666667,2.833333,3.5,3.333333,3.8,3.433333,2.888889,3,3.083333,2.888889,3.138889,3.366667,3,3.388889,3.277778,3.111111,3.433333,80,15,59,67,73,22,58,80,76,93,57,98,68,54,76,70,89,68,54,62,36,90,76,96
